id,uname,cname,ucas,duration,qualification,entry,created_at,updated_at,universities_id,ucasletters_id,url
2982,University of St Andrews,Biblical Studies and Film Studies,VP63,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.579237,2016-08-03 20:26:38.579237,,,
2983,University of St Andrews,Biblical Studies and French,RV16,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.591126,2016-08-03 20:26:38.591126,,,
2984,University of St Andrews,Biblical Studies and French (year abroad),RVC6,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.607423,2016-08-03 20:26:38.607423,,,
2985,University of St Andrews,Biblical Studies and German,RV26,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.620611,2016-08-03 20:26:38.620611,,,
2986,University of St Andrews,Biblical Studies and German (year abroad),RVFP,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.634661,2016-08-03 20:26:38.634661,,,
2987,University of St Andrews,Biblical Studies and Greek,QV76,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.647397,2016-08-03 20:26:38.647397,,,
2988,University of St Andrews,Biblical Studies and Hebrew,QV46,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.659188,2016-08-03 20:26:38.659188,,,
2989,University of St Andrews,Biblical Studies and International Relations,VL62,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.676853,2016-08-03 20:26:38.676853,,,
2990,University of St Andrews,Biblical Studies and Mathematics,VG61,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.691844,2016-08-03 20:26:38.691844,,,
2991,University of St Andrews,Biblical Studies and Mediaeval History,VVP1,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.705126,2016-08-03 20:26:38.705126,,,
2992,University of St Andrews,Biblical Studies and Philosophy,VVM6,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.716793,2016-08-03 20:26:38.716793,,,
2993,University of St Andrews,Biology and Economics,CL11,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.730789,2016-08-03 20:26:38.730789,,,
2994,University of St Andrews,Biology and Geography,CF18,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.743616,2016-08-03 20:26:38.743616,,,
2995,University of St Andrews,Biology and Geology,CFC6,4 Years,BSc (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:38.758529,2016-08-03 20:26:38.758529,,,
2996,University of St Andrews,Biology and Mathematics,CG11,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.770593,2016-08-03 20:26:38.770593,,,
2997,University of St Andrews,Biology and Philosophy,CV16,4 Years,BSc (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:38.782904,2016-08-03 20:26:38.782904,,,
2998,University of St Andrews,Biology and Psychology,CC18,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.795026,2016-08-03 20:26:38.795026,,,
2999,University of St Andrews,Biology and Statistics,CG13,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.807527,2016-08-03 20:26:38.807527,,,
3000,University of St Andrews,Biology with Arabic,CT16,4 Years,BSc (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:38.823154,2016-08-03 20:26:38.823154,,,
3001,University of St Andrews,Biology with French,CCR1,4 Years,BSc (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:38.836953,2016-08-03 20:26:38.836953,,,
3002,University of St Andrews,Biology with French (year abroad),C1R1,5 Years,BSc (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:38.852635,2016-08-03 20:26:38.852635,,,
3003,University of St Andrews,Chemistry and Geology,FF16,4 Years,BSc (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:38.864214,2016-08-03 20:26:38.864214,,,
3004,University of St Andrews,Chemistry and Mathematics,FG11,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.880522,2016-08-03 20:26:38.880522,,,
3005,University of St Andrews,Chemistry and Physics,FF13,5 Years,MSci (Hons),AAA Typical offerAAAA Typical offer,2016-08-03 20:26:38.892261,2016-08-03 20:26:38.892261,,,
3006,University of St Andrews,Chemistry with French,F1R1,4 Years,BSc (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:38.904520,2016-08-03 20:26:38.904520,,,
3007,University of St Andrews,Chemistry with French,F1RD,5 Years,MChem (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:38.916212,2016-08-03 20:26:38.916212,,,
3008,University of St Andrews,Chemistry with French (year abroad),F1RC,5 Years,BSc (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:38.930674,2016-08-03 20:26:38.930674,,,
3009,University of St Andrews,Chemistry with French and External Placement,F1RA,5 Years,MChem (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:38.940698,2016-08-03 20:26:38.940698,,,
3010,University of St Andrews,Chemistry with Mathematics,F1G1,5 Years,MChem (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:38.952500,2016-08-03 20:26:38.952500,,,
3011,University of St Andrews,Chemistry with Medicinal Chemistry,F150,4 Years,BSc (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:38.966521,2016-08-03 20:26:38.966521,,,
3012,University of St Andrews,Chemistry with Medicinal Chemistry,F152,5 Years,MChem (Hons),,2016-08-03 20:26:38.979868,2016-08-03 20:26:38.979868,,,
3013,University of St Andrews,Chemistry with Medicinal Chemistry & External Placement,F151,5 Years,MChem (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:38.991853,2016-08-03 20:26:38.991853,,,
3014,University of St Andrews,Classical Studies and Comparative Literature,Q890,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.003640,2016-08-03 20:26:39.003640,,,
3015,University of St Andrews,Classical Studies and English,QQ38,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.017034,2016-08-03 20:26:39.017034,,,
3016,University of St Andrews,Classical Studies and Film Studies,QP83,4 Years,MA (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:39.029170,2016-08-03 20:26:39.029170,,,
3017,University of St Andrews,Classical Studies and French,RQ18,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.042875,2016-08-03 20:26:39.042875,,,
3018,University of St Andrews,Classical Studies and French (year abroad),RQC8,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.055652,2016-08-03 20:26:39.055652,,,
3019,University of St Andrews,Classical Studies and Greek,QQ87,4 Years,MA (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:39.070406,2016-08-03 20:26:39.070406,,,
3020,University of St Andrews,Classical Studies and International Relations,LQ28,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.082076,2016-08-03 20:26:39.082076,,,
3021,University of St Andrews,Classical Studies and Latin,QQ86,4 Years,MA (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:39.095598,2016-08-03 20:26:39.095598,,,
3022,University of St Andrews,Classical Studies and Mathematics,QG81,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.110273,2016-08-03 20:26:39.110273,,,
3023,University of St Andrews,Classical Studies and Mediaeval History,QV81,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.123372,2016-08-03 20:26:39.123372,,,
3024,University of St Andrews,Classical Studies and Middle East Studies,QT86,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.135699,2016-08-03 20:26:39.135699,,,
3025,University of St Andrews,Classical Studies and Modern History,QVV1,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.148166,2016-08-03 20:26:39.148166,,,
3026,University of St Andrews,Classical Studies and Persian,QT87,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.162153,2016-08-03 20:26:39.162153,,,
3027,University of St Andrews,Classical Studies and Philosophy,QV85,4 Years,MA (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:39.171646,2016-08-03 20:26:39.171646,,,
3028,University of St Andrews,Classical Studies and Scottish History,QVV2,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.183650,2016-08-03 20:26:39.183650,,,
3029,University of St Andrews,Classical Studies and Social Anthropology,LQ68,4 Years,MA (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:39.196063,2016-08-03 20:26:39.196063,,,
3030,University of St Andrews,Classical Studies and Theological Studies,QV86,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.208024,2016-08-03 20:26:39.208024,,,
3031,University of St Andrews,Classics and Comparative Literature,Q990,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.220230,2016-08-03 20:26:39.220230,,,
3032,University of St Andrews,Classics and English,QP6T,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.232377,2016-08-03 20:26:39.232377,,,
3033,University of St Andrews,Classics and French,QR81,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.247364,2016-08-03 20:26:39.247364,,,
3034,University of St Andrews,Classics and French (year abroad),QR8C,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.260702,2016-08-03 20:26:39.260702,,,
3035,University of St Andrews,Classics and Italian,QR83,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.273007,2016-08-03 20:26:39.273007,,,
3036,University of St Andrews,Classics and Italian (year abroad),RQH8,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.286998,2016-08-03 20:26:39.286998,,,
3037,University of St Andrews,Classics and Management,NQ28,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.300244,2016-08-03 20:26:39.300244,,,
3038,University of St Andrews,Classics and Modern History,Q8V1,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.312912,2016-08-03 20:26:39.312912,,,
3039,University of St Andrews,Classics and Persian,QR88,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.324951,2016-08-03 20:26:39.324951,,,
3040,University of St Andrews,Classics and Philosophy,Q8V5,4 Years,MA (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:39.335032,2016-08-03 20:26:39.335032,,,
3041,University of St Andrews,Classics and Social Anthropology,Q8L6,4 Years,MA (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:39.346397,2016-08-03 20:26:39.346397,,,
3042,University of St Andrews,Classics and Spanish,QR84,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.356802,2016-08-03 20:26:39.356802,,,
3043,University of St Andrews,Classics and Spanish (year abroad),RQ48,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.370490,2016-08-03 20:26:39.370490,,,
3044,University of St Andrews,Comparative Literature and English,Q290,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.382789,2016-08-03 20:26:39.382789,,,
3045,University of St Andrews,Comparative Literature and Film Studies,QP23,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.396316,2016-08-03 20:26:39.396316,,,
3046,University of St Andrews,Comparative Literature and French,QR21,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.408367,2016-08-03 20:26:39.408367,,,
3047,University of St Andrews,Comparative Literature and French (year abroad),QR2C,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.421152,2016-08-03 20:26:39.421152,,,
3048,University of St Andrews,Comparative Literature and French-German,QR2D,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.433461,2016-08-03 20:26:39.433461,,,
3049,University of St Andrews,Comparative Literature and French-German (year abroad),QRCC,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.444046,2016-08-03 20:26:39.444046,,,
3050,University of St Andrews,Comparative Literature and French-Italian,QR23,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.458891,2016-08-03 20:26:39.458891,,,
3051,University of St Andrews,Comparative Literature and French-Italian (year abroad),QR2H,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.470639,2016-08-03 20:26:39.470639,,,
3052,University of St Andrews,Comparative Literature and French-Russian,QR27,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.484567,2016-08-03 20:26:39.484567,,,
3053,University of St Andrews,Comparative Literature and French-Russian (year abroad),QR2R,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.498067,2016-08-03 20:26:39.498067,,,
3054,University of St Andrews,Comparative Literature and French-Spanish,QR24,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.511657,2016-08-03 20:26:39.511657,,,
3055,University of St Andrews,Comparative Literature and French-Spanish (year abroad),QR2K,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.524436,2016-08-03 20:26:39.524436,,,
3056,University of St Andrews,Comparative Literature and Geography,QF28,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.538940,2016-08-03 20:26:39.538940,,,
3057,University of St Andrews,Comparative Literature and German,QR22,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.552608,2016-08-03 20:26:39.552608,,,
3058,University of St Andrews,Comparative Literature and German (year abroad),QR2F,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.564733,2016-08-03 20:26:39.564733,,,
3059,University of St Andrews,Comparative Literature and German-Italian,QR2G,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.579192,2016-08-03 20:26:39.579192,,,
3060,University of St Andrews,Comparative Literature and German-Italian (year abroad),QRF2,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.592582,2016-08-03 20:26:39.592582,,,
3061,University of St Andrews,Comparative Literature and German-Russian,QR2T,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.605081,2016-08-03 20:26:39.605081,,,
3062,University of St Andrews,Comparative Literature and German-Russian (year abroad),QRF7,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.619441,2016-08-03 20:26:39.619441,,,
3063,University of St Andrews,Comparative Literature and German-Spanish,QR2L,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.634606,2016-08-03 20:26:39.634606,,,
3064,University of St Andrews,Comparative Literature and German-Spanish (year abroad),RQ22,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.647685,2016-08-03 20:26:39.647685,,,
3065,University of St Andrews,Comparative Literature and Greek,Q291,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.661049,2016-08-03 20:26:39.661049,,,
3066,University of St Andrews,Comparative Literature and Hebrew,Q292,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.672277,2016-08-03 20:26:39.672277,,,
3067,University of St Andrews,Comparative Literature and International Relations,QL22,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.684695,2016-08-03 20:26:39.684695,,,
3068,University of St Andrews,Comparative Literature and Italian,QRF3,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.703752,2016-08-03 20:26:39.703752,,,
3069,University of St Andrews,Comparative Literature and Italian (year abroad),QRG3,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.715563,2016-08-03 20:26:39.715563,,,
3070,University of St Andrews,Comparative Literature and Italian-Russian,QR2J,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.730531,2016-08-03 20:26:39.730531,,,
3071,University of St Andrews,Comparative Literature and Italian-Russian (year abroad),QRJ7,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.744066,2016-08-03 20:26:39.744066,,,
3072,University of St Andrews,Comparative Literature and Italian-Spanish,QRFL,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.756815,2016-08-03 20:26:39.756815,,,
3073,University of St Andrews,Comparative Literature and Italian-Spanish (year abroad),RQ23,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.770628,2016-08-03 20:26:39.770628,,,
3074,University of St Andrews,Comparative Literature and Latin,Q293,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.782415,2016-08-03 20:26:39.782415,,,
3075,University of St Andrews,Comparative Literature and Management,QN22,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.796163,2016-08-03 20:26:39.796163,,,
3076,University of St Andrews,Comparative Literature and Mediaeval History,QV21,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.808673,2016-08-03 20:26:39.808673,,,
3077,University of St Andrews,Comparative Literature and Modern History,QVF1,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.820409,2016-08-03 20:26:39.820409,,,
3078,University of St Andrews,Comparative Literature and Persian,Q2T6,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.832664,2016-08-03 20:26:39.832664,,,
3079,University of St Andrews,Comparative Literature and Philosophy,QV25,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.845054,2016-08-03 20:26:39.845054,,,
3080,University of St Andrews,Comparative Literature and Russian,RQ27,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.856187,2016-08-03 20:26:39.856187,,,
3081,University of St Andrews,Comparative Literature and Russian (year abroad),RQ72,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.876964,2016-08-03 20:26:39.876964,,,
3082,University of St Andrews,Comparative Literature and Russian-Spanish,RQ24,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.891701,2016-08-03 20:26:39.891701,,,
3083,University of St Andrews,Comparative Literature and Russian-Spanish (year abroad),RQ42,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.904163,2016-08-03 20:26:39.904163,,,
3084,University of St Andrews,Comparative Literature and Social Anthropology,QL26,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.916838,2016-08-03 20:26:39.916838,,,
3085,University of St Andrews,Comparative Literature and Spanish,RQF4,4 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.928352,2016-08-03 20:26:39.928352,,,
3086,University of St Andrews,Comparative Literature and Spanish (year abroad),RQ4F,5 Years,MA (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:39.940611,2016-08-03 20:26:39.940611,,,
3087,University of St Andrews,Computer Science and Economics,GL41,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.955177,2016-08-03 20:26:39.955177,,,
3088,University of St Andrews,Computer Science and Management,GNK2,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.972724,2016-08-03 20:26:39.972724,,,
3089,University of St Andrews,Computer Science and Management Science,GN42,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.984410,2016-08-03 20:26:39.984410,,,
3090,University of St Andrews,Computer Science and Mathematics,GG14,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:39.999438,2016-08-03 20:26:39.999438,,,
3091,University of St Andrews,Computer Science and Philosophy,GV46,4 Years,BSc (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:40.014910,2016-08-03 20:26:40.014910,,,
3092,University of St Andrews,Computer Science and Physics,GF43,4 Years,BSc (Hons),AAA Typical offerAAAA Typical offer,2016-08-03 20:26:40.028833,2016-08-03 20:26:40.028833,,,
3093,University of St Andrews,Computer Science and Psychology,CG84,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.043116,2016-08-03 20:26:40.043116,,,
3094,University of St Andrews,Computer Science and Statistics,GG34,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.056445,2016-08-03 20:26:40.056445,,,
3095,University of St Andrews,Ecology & Conservation,CD14,4 Years,BSc (Hons),AAB Typical offerAAAB Typical offer,2016-08-03 20:26:40.071886,2016-08-03 20:26:40.071886,,,
3096,University of St Andrews,Economics and English,LQ13,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.087761,2016-08-03 20:26:40.087761,,,
3097,University of St Andrews,Economics and Film Studies,LP13,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.109666,2016-08-03 20:26:40.109666,,,
3098,University of St Andrews,Economics and Geography,LL17,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.136398,2016-08-03 20:26:40.136398,,,
3099,University of St Andrews,Economics and Geography,2A72,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.149199,2016-08-03 20:26:40.149199,,,
3100,University of St Andrews,Economics and German,LR12,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.160180,2016-08-03 20:26:40.160180,,,
3101,University of St Andrews,Economics and German (year abroad),LRC2,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.175304,2016-08-03 20:26:40.175304,,,
3102,University of St Andrews,Economics and International Relations,LL12,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.191327,2016-08-03 20:26:40.191327,,,
3103,University of St Andrews,Economics and Italian,LR13,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.204841,2016-08-03 20:26:40.204841,,,
3104,University of St Andrews,Economics and Italian (year abroad),LRC3,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.217977,2016-08-03 20:26:40.217977,,,
3105,University of St Andrews,Economics and Management,LNC2,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.237555,2016-08-03 20:26:40.237555,,,
3106,University of St Andrews,Economics and Management,NL21,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.258964,2016-08-03 20:26:40.258964,,,
3107,University of St Andrews,Economics and Management Science,LN12,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.276331,2016-08-03 20:26:40.276331,,,
3108,University of St Andrews,Economics and Mathematics,GLC1,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.294643,2016-08-03 20:26:40.294643,,,
3109,University of St Andrews,Economics and Mathematics,GL11,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.306835,2016-08-03 20:26:40.306835,,,
3110,University of St Andrews,Economics and Mediaeval History,LVC1,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.331238,2016-08-03 20:26:40.331238,,,
3111,University of St Andrews,Economics and Middle East Studies,TL61,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.344285,2016-08-03 20:26:40.344285,,,
3112,University of St Andrews,Economics and Modern History,LV11,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.359287,2016-08-03 20:26:40.359287,,,
3113,University of St Andrews,Economics and Persian,L1T6,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.378382,2016-08-03 20:26:40.378382,,,
3114,University of St Andrews,Economics and Philosophy,LV15,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.388026,2016-08-03 20:26:40.388026,,,
3115,University of St Andrews,Economics and Psychology,CL81,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.400851,2016-08-03 20:26:40.400851,,,
3116,University of St Andrews,Economics and Psychology,LC18,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.415781,2016-08-03 20:26:40.415781,,,
3117,University of St Andrews,Economics and Russian,LR17,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.434271,2016-08-03 20:26:40.434271,,,
3118,University of St Andrews,Economics and Russian (year abroad),LRC7,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.458587,2016-08-03 20:26:40.458587,,,
3119,University of St Andrews,Economics and Social Anthropology,LL16,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.468718,2016-08-03 20:26:40.468718,,,
3120,University of St Andrews,Economics and Spanish,LR14,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.489044,2016-08-03 20:26:40.489044,,,
3121,University of St Andrews,Economics and Spanish (year abroad),LRC4,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.505405,2016-08-03 20:26:40.505405,,,
3122,University of St Andrews,Economics and Statistics,GL31,4 Years,BSc (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.527408,2016-08-03 20:26:40.527408,,,
3123,University of St Andrews,Economics and Statistics,GLH1,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.541183,2016-08-03 20:26:40.541183,,,
3124,University of St Andrews,Economics with German,L1R2,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.551244,2016-08-03 20:26:40.551244,,,
3125,University of St Andrews,Economics with German (year abroad),L1RF,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.563190,2016-08-03 20:26:40.563190,,,
3126,University of St Andrews,Economics with Russian,L1RT,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.575530,2016-08-03 20:26:40.575530,,,
3127,University of St Andrews,Economics with Russian (year abroad),L1RR,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.588044,2016-08-03 20:26:40.588044,,,
3128,University of St Andrews,Economics with Social Anthropology,L1L6,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.601439,2016-08-03 20:26:40.601439,,,
3129,University of St Andrews,Economics with Spanish,L1RK,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.615425,2016-08-03 20:26:40.615425,,,
3130,University of St Andrews,Economics with Spanish (year abroad),L1RL,5 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.636573,2016-08-03 20:26:40.636573,,,
3131,University of St Andrews,English and Film Studies,PQ33,4 Years,MA (Hons),AAA Typical offerAAAB Typical offer,2016-08-03 20:26:40.652094,2016-08-03 20:26:40.652094,,,
